Date,Product_ID,Product_name,Historical_Sales,Promotion,Demand,Day_of_Week,Month
2023-02-01,MED004,Painkiller,47,1,63,0,6
2023-02-01,MED005,DOLO,43,0,35,2,6
2023-02-03,MED001,Paracetamol,91,0,106,2,12
2023-02-03,MED002,Ibuprofen,22,0,35,2,5
2023-02-03,MED003,Amoxicillin,83,0,89,0,10
2023-02-03,MED004,Painkiller,32,1,42,5,1
2023-02-03,MED005,DOLO,44,1,51,0,10
2023-02-05,MED001,Paracetamol,73,1,67,3,12
2023-02-05,MED002,Ibuprofen,81,0,104,1,12
2023-02-05,MED003,Amoxicillin,53,0,77,4,12
2023-02-05,MED004,Painkiller,20,1,39,6,9
2023-02-05,MED005,DOLO,38,0,45,0,8
2023-02-10,MED001,Paracetamol,54,1,77,6,2
2023-02-10,MED002,Ibuprofen,48,1,77,1,7
2023-02-10,MED003,Amoxicillin,100,1,106,4,7
2023-02-10,MED004,Painkiller,98,0,125,3,12
2023-02-10,MED005,DOLO,99,1,108,4,7
2023-02-12,MED001,Paracetamol,92,1,87,2,6
2023-02-12,MED002,Ibuprofen,95,1,105,6,11
2023-02-12,MED003,Amoxicillin,26,0,23,4,3
2023-02-12,MED004,Painkiller,96,0,89,6,11
2023-02-12,MED005,DOLO,81,1,86,5,7
2023-02-13,MED001,Paracetamol,25,1,22,0,8
2023-02-13,MED002,Ibuprofen,30,1,23,1,10
2023-02-13,MED003,Amoxicillin,88,1,91,3,6
2023-02-13,MED004,Painkiller,51,1,49,0,9
2023-02-13,MED005,DOLO,94,1,104,2,10
2023-02-16,MED001,Paracetamol,27,1,48,0,1
2023-02-16,MED002,Ibuprofen,23,1,21,2,9
2023-02-16,MED003,Amoxicillin,94,1,95,0,5
2023-02-16,MED004,Painkiller,68,1,75,6,12
2023-02-16,MED005,DOLO,91,1,108,3,7
2023-02-21,MED001,Paracetamol,26,1,43,2,3
2023-02-21,MED002,Ibuprofen,21,1,31,3,6
2023-02-21,MED003,Amoxicillin,82,1,93,4,1
2023-02-21,MED004,Painkiller,93,1,102,6,6
2023-02-21,MED005,DOLO,48,0,70,6,10
2023-02-23,MED001,Paracetamol,23,1,21,1,6
2023-02-23,MED002,Ibuprofen,53,1,67,6,3
2023-02-23,MED003,Amoxicillin,43,1,54,5,5
2023-02-23,MED004,Painkiller,26,0,41,5,6
2023-02-23,MED005,DOLO,97,1,101,0,1
2023-02-27,MED001,Paracetamol,74,0,75,0,3
2023-02-27,MED002,Ibuprofen,39,1,40,6,8
2023-02-27,MED003,Amoxicillin,74,1,94,2,7
2023-02-27,MED004,Painkiller,37,1,66,0,7
2023-02-27,MED005,DOLO,23,0,18,1,5
2023-03-03,MED001,Paracetamol,32,0,45,6,9
2023-03-03,MED002,Ibuprofen,52,1,45,0,9
2023-03-03,MED003,Amoxicillin,21,0,41,4,9
2023-03-03,MED004,Painkiller,70,1,91,4,3
2023-03-03,MED005,DOLO,45,0,46,4,10
2023-03-06,MED001,Paracetamol,65,1,55,6,5
2023-03-06,MED002,Ibuprofen,77,0,93,6,5
2023-03-06,MED003,Amoxicillin,41,1,35,1,12
2023-03-06,MED004,Painkiller,34,0,27,1,9
2023-03-06,MED005,DOLO,52,0,72,2,4
2023-03-08,MED001,Paracetamol,75,1,102,5,7
2023-03-08,MED002,Ibuprofen,88,0,107,4,6
2023-03-08,MED003,Amoxicillin,41,1,47,4,3
2023-03-08,MED004,Painkiller,59,0,56,5,9
2023-03-08,MED005,DOLO,49,1,55,2,5
2023-03-13,MED001,Paracetamol,26,0,43,2,5
2023-03-13,MED002,Ibuprofen,67,1,86,2,12
2023-03-13,MED003,Amoxicillin,38,0,32,0,3
2023-03-13,MED004,Painkiller,44,0,62,2,9
2023-03-13,MED005,DOLO,98,1,127,5,2
2023-03-14,MED001,Paracetamol,77,1,92,6,4
2023-03-14,MED002,Ibuprofen,51,1,51,3,3
2023-03-14,MED003,Amoxicillin,23,0,48,4,7
2023-03-14,MED004,Painkiller,41,0,61,2,12
2023-03-14,MED005,DOLO,21,0,15,4,7
2023-03-16,MED001,Paracetamol,51,0,57,2,12
2023-03-16,MED002,Ibuprofen,44,0,58,4,4
2023-03-16,MED003,Amoxicillin,61,0,68,4,4
2023-03-16,MED004,Painkiller,62,0,71,0,1
2023-03-16,MED005,DOLO,33,0,48,3,8
2023-03-20,MED001,Paracetamol,84,1,106,0,7
2023-03-20,MED002,Ibuprofen,64,0,71,2,5
2023-03-20,MED003,Amoxicillin,66,1,72,3,1
2023-03-20,MED004,Painkiller,88,0,112,2,12
2023-03-20,MED005,DOLO,28,1,56,4,4
2023-03-23,MED001,Paracetamol,77,0,67,5,11
2023-03-23,MED002,Ibuprofen,61,0,89,0,3
2023-03-23,MED003,Amoxicillin,88,1,110,4,11
2023-03-23,MED004,Painkiller,52,1,81,4,10
2023-03-23,MED005,DOLO,74,0,102,0,5
2023-03-28,MED001,Paracetamol,60,1,87,5,3
2023-03-28,MED002,Ibuprofen,81,0,88,6,8
2023-03-28,MED003,Amoxicillin,37,1,51,1,1
2023-03-28,MED004,Painkiller,31,1,37,1,5
2023-03-28,MED005,DOLO,36,0,61,5,4
2023-03-29,MED001,Paracetamol,95,1,95,4,4
2023-03-29,MED002,Ibuprofen,50,0,49,0,11
2023-03-29,MED003,Amoxicillin,90,1,81,3,3
2023-03-29,MED004,Painkiller,92,0,93,4,9
2023-03-29,MED005,DOLO,26,0,26,1,2
2023-03-31,MED001,Paracetamol,25,0,15,1,4
2023-03-31,MED002,Ibuprofen,42,0,33,0,12
2023-03-31,MED003,Amoxicillin,86,1,105,3,7
2023-03-31,MED004,Painkiller,34,0,25,4,11
2023-03-31,MED005,DOLO,96,1,110,0,1
2023-04-03,MED001,Paracetamol,90,0,98,1,6
2023-04-03,MED002,Ibuprofen,69,0,77,0,12
2023-04-03,MED003,Amoxicillin,50,1,60,5,4
2023-04-03,MED004,Painkiller,30,0,50,2,7
2023-04-03,MED005,DOLO,90,0,92,2,5
2023-04-05,MED001,Paracetamol,72,1,68,0,1
2023-04-05,MED002,Ibuprofen,45,0,64,6,7
2023-04-05,MED003,Amoxicillin,43,0,56,6,5
2023-04-05,MED004,Painkiller,62,1,80,6,2
2023-04-05,MED005,DOLO,62,0,54,3,7
2023-04-06,MED001,Paracetamol,69,1,76,0,2
2023-04-06,MED002,Ibuprofen,21,1,34,2,2
2023-04-06,MED003,Amoxicillin,31,0,39,0,8
2023-04-06,MED004,Painkiller,89,1,85,3,10
2023-04-06,MED005,DOLO,95,1,124,3,1
2023-04-07,MED001,Paracetamol,86,0,99,6,9
2023-04-07,MED002,Ibuprofen,44,1,60,4,4
2023-04-07,MED003,Amoxicillin,57,0,71,4,12
2023-04-07,MED004,Painkiller,92,1,92,3,10
2023-04-07,MED005,DOLO,78,0,101,1,9
2023-04-10,MED001,Paracetamol,75,0,95,4,11
2023-04-10,MED002,Ibuprofen,82,0,95,0,6
2023-04-10,MED003,Amoxicillin,95,1,96,2,8
2023-04-10,MED004,Painkiller,29,1,43,0,12
2023-04-10,MED005,DOLO,96,0,94,0,2
2023-04-11,MED001,Paracetamol,36,1,48,3,11
2023-04-11,MED002,Ibuprofen,86,0,100,0,5
2023-04-11,MED003,Amoxicillin,30,0,56,2,3
2023-04-11,MED004,Painkiller,29,1,42,2,9
2023-04-11,MED005,DOLO,60,0,79,3,8
2023-04-16,MED001,Paracetamol,57,0,55,3,5
2023-04-16,MED002,Ibuprofen,69,0,63,0,9
2023-04-16,MED003,Amoxicillin,90,0,97,0,10
2023-04-16,MED004,Painkiller,95,1,93,3,5
2023-04-16,MED005,DOLO,42,0,41,4,8
2023-04-20,MED001,Paracetamol,62,0,80,0,12
2023-04-20,MED002,Ibuprofen,53,1,60,1,2
2023-04-20,MED003,Amoxicillin,90,1,98,2,8
2023-04-20,MED004,Painkiller,25,1,42,6,9
2023-04-20,MED005,DOLO,36,0,62,1,3
2023-04-25,MED001,Paracetamol,66,1,56,5,10
2023-04-25,MED002,Ibuprofen,22,0,16,5,7
2023-04-25,MED003,Amoxicillin,48,1,64,2,1
2023-04-25,MED004,Painkiller,78,0,81,6,3
2023-04-25,MED005,DOLO,55,1,56,4,3
2023-04-27,MED001,Paracetamol,91,1,98,0,1
2023-04-27,MED002,Ibuprofen,31,1,54,5,9
2023-04-27,MED003,Amoxicillin,43,0,49,5,8
2023-04-27,MED004,Painkiller,50,0,48,3,2
2023-04-27,MED005,DOLO,69,1,59,3,2
2023-04-30,MED001,Paracetamol,27,1,52,5,12
2023-04-30,MED002,Ibuprofen,27,0,24,4,6
2023-04-30,MED003,Amoxicillin,20,0,39,6,2
2023-04-30,MED004,Painkiller,31,1,32,3,2
2023-04-30,MED005,DOLO,25,1,29,6,8
2023-05-01,MED001,Paracetamol,26,0,28,0,1
2023-05-01,MED002,Ibuprofen,79,0,96,4,6
2023-05-01,MED003,Amoxicillin,21,0,41,2,12
2023-05-01,MED004,Painkiller,31,1,56,5,6
2023-05-01,MED005,DOLO,57,0,56,6,10
2023-05-06,MED001,Paracetamol,86,1,102,4,9
2023-05-06,MED002,Ibuprofen,93,0,109,2,3
2023-05-06,MED003,Amoxicillin,96,1,103,3,2
2023-05-06,MED004,Painkiller,72,0,101,6,12
2023-05-06,MED005,DOLO,85,0,105,1,5
2023-05-09,MED001,Paracetamol,88,0,91,6,12
2023-05-09,MED002,Ibuprofen,29,0,35,2,1
2023-05-09,MED003,Amoxicillin,39,1,64,5,10
2023-05-09,MED004,Painkiller,71,0,72,0,8
2023-05-09,MED005,DOLO,57,0,70,3,5
2023-05-11,MED001,Paracetamol,87,0,98,6,3
2023-05-11,MED002,Ibuprofen,73,0,88,6,5
2023-05-11,MED003,Amoxicillin,89,1,81,5,7
2023-05-11,MED004,Painkiller,77,0,104,4,4
2023-05-11,MED005,DOLO,52,1,76,4,4
2023-05-13,MED001,Paracetamol,90,1,91,2,4
2023-05-13,MED002,Ibuprofen,68,1,83,1,9
2023-05-13,MED003,Amoxicillin,26,1,37,0,8
2023-05-13,MED004,Painkiller,76,1,69,3,6
2023-05-13,MED005,DOLO,77,1,89,0,6
2023-05-18,MED001,Paracetamol,70,0,73,4,3
2023-05-18,MED002,Ibuprofen,21,0,45,2,6
2023-05-18,MED003,Amoxicillin,33,0,54,5,12
2023-05-18,MED004,Painkiller,59,0,87,0,4
2023-05-18,MED005,DOLO,32,0,28,3,9
2023-05-21,MED001,Paracetamol,69,0,97,5,1
2023-05-21,MED002,Ibuprofen,38,1,46,5,8
2023-05-21,MED003,Amoxicillin,69,0,70,1,11
2023-05-21,MED004,Painkiller,23,1,52,2,4
2023-05-21,MED005,DOLO,60,1,55,5,3
2023-05-25,MED001,Paracetamol,20,0,18,1,8
2023-05-25,MED002,Ibuprofen,60,1,53,0,3
2023-05-25,MED003,Amoxicillin,73,0,68,2,2
2023-05-25,MED004,Painkiller,63,0,64,2,11
2023-05-25,MED005,DOLO,95,1,113,5,10
2023-05-27,MED001,Paracetamol,63,0,81,2,1
2023-05-27,MED002,Ibuprofen,83,0,101,5,4
2023-05-27,MED003,Amoxicillin,36,1,64,4,1
2023-05-27,MED004,Painkiller,65,1,56,1,11
2023-05-27,MED005,DOLO,28,0,18,3,5
2023-05-28,MED001,Paracetamol,99,0,108,6,12
2023-05-28,MED002,Ibuprofen,21,0,48,0,1
2023-05-28,MED003,Amoxicillin,55,1,53,0,4
2023-05-28,MED004,Painkiller,74,0,96,4,12
2023-05-28,MED005,DOLO,56,0,50,4,5
2023-06-02,MED001,Paracetamol,100,0,104,5,6
2023-06-02,MED002,Ibuprofen,98,0,122,2,6
2023-06-02,MED003,Amoxicillin,51,1,77,2,3
2023-06-02,MED004,Painkiller,25,1,39,0,1
2023-06-02,MED005,DOLO,27,1,48,4,10
2023-06-04,MED001,Paracetamol,21,0,36,4,7
2023-06-04,MED002,Ibuprofen,90,0,84,4,7
2023-06-04,MED003,Amoxicillin,76,1,82,0,12
2023-06-04,MED004,Painkiller,50,1,72,2,12
2023-06-04,MED005,DOLO,36,0,38,4,5
2023-06-07,MED001,Paracetamol,59,1,63,0,1
2023-06-07,MED002,Ibuprofen,70,1,89,3,3
2023-06-07,MED003,Amoxicillin,62,1,52,1,3
2023-06-07,MED004,Painkiller,64,0,58,3,4
2023-06-07,MED005,DOLO,68,1,74,1,7
2023-06-10,MED001,Paracetamol,43,1,39,3,9
2023-06-10,MED002,Ibuprofen,52,0,79,0,11
2023-06-10,MED003,Amoxicillin,43,0,47,6,4
2023-06-10,MED004,Painkiller,59,1,55,0,1
2023-06-10,MED005,DOLO,24,0,40,6,11
2023-06-14,MED001,Paracetamol,25,1,30,0,11
2023-06-14,MED002,Ibuprofen,89,1,111,2,4
2023-06-14,MED003,Amoxicillin,21,0,18,0,7
2023-06-14,MED004,Painkiller,70,1,74,6,3
2023-06-14,MED005,DOLO,98,0,106,5,6
2023-06-15,MED001,Paracetamol,78,1,104,4,9
2023-06-15,MED002,Ibuprofen,77,1,103,6,3
2023-06-15,MED003,Amoxicillin,31,0,58,5,10
2023-06-15,MED004,Painkiller,74,1,74,3,1
2023-06-15,MED005,DOLO,49,0,65,5,3
2023-06-16,MED001,Paracetamol,21,0,40,2,6
2023-06-16,MED002,Ibuprofen,86,0,80,2,8
2023-06-16,MED003,Amoxicillin,79,0,107,1,1
2023-06-16,MED004,Painkiller,76,0,71,6,6
2023-06-16,MED005,DOLO,40,0,65,0,3
2023-06-18,MED001,Paracetamol,44,1,44,0,11
2023-06-18,MED002,Ibuprofen,97,0,91,2,9
2023-06-18,MED003,Amoxicillin,35,1,25,5,6
2023-06-18,MED004,Painkiller,92,0,109,0,2
2023-06-18,MED005,DOLO,84,1,87,4,6
2023-06-23,MED001,Paracetamol,62,0,89,2,10
2023-06-23,MED002,Ibuprofen,79,1,79,5,12
2023-06-23,MED003,Amoxicillin,32,1,57,4,1
2023-06-23,MED004,Painkiller,26,1,31,3,9
2023-06-23,MED005,DOLO,97,0,91,4,7
2023-06-28,MED001,Paracetamol,97,0,119,4,8
2023-06-28,MED002,Ibuprofen,42,1,53,2,1
2023-06-28,MED003,Amoxicillin,32,0,32,5,8
2023-06-28,MED004,Painkiller,40,0,33,1,9
2023-06-28,MED005,DOLO,47,1,71,1,11
2023-07-01,MED001,Paracetamol,49,0,48,0,5
2023-07-01,MED002,Ibuprofen,31,1,38,3,5
2023-07-01,MED003,Amoxicillin,47,0,70,5,2
2023-07-01,MED004,Painkiller,28,1,41,4,10
2023-07-01,MED005,DOLO,45,0,43,5,11
2023-07-03,MED001,Paracetamol,21,0,13,5,4
2023-07-03,MED002,Ibuprofen,26,1,25,1,3
2023-07-03,MED003,Amoxicillin,36,1,57,2,3
2023-07-03,MED004,Painkiller,33,0,46,5,4
2023-07-03,MED005,DOLO,25,0,47,0,7
2023-07-08,MED001,Paracetamol,62,0,78,2,7
2023-07-08,MED002,Ibuprofen,45,0,38,2,12
2023-07-08,MED003,Amoxicillin,96,0,114,3,8
2023-07-08,MED004,Painkiller,65,1,92,0,10
2023-07-08,MED005,DOLO,88,0,86,6,2
2023-07-12,MED001,Paracetamol,22,0,50,0,7
2023-07-12,MED002,Ibuprofen,29,1,38,3,10
2023-07-12,MED003,Amoxicillin,25,0,52,5,9
2023-07-12,MED004,Painkiller,47,0,38,2,4
2023-07-12,MED005,DOLO,89,1,83,4,7
2023-07-13,MED001,Paracetamol,70,0,69,4,2
2023-07-13,MED002,Ibuprofen,45,0,61,3,1
2023-07-13,MED003,Amoxicillin,84,0,97,3,9
2023-07-13,MED004,Painkiller,67,1,82,3,1
2023-07-13,MED005,DOLO,69,0,84,1,2
2023-07-14,MED001,Paracetamol,93,1,106,2,1
2023-07-14,MED002,Ibuprofen,58,1,64,2,11
2023-07-14,MED003,Amoxicillin,24,1,41,3,4
2023-07-14,MED004,Painkiller,59,0,63,4,7
2023-07-14,MED005,DOLO,64,0,73,5,10
2023-07-16,MED001,Paracetamol,68,0,87,1,3
2023-07-16,MED002,Ibuprofen,41,1,39,3,2
2023-07-16,MED003,Amoxicillin,31,1,30,2,4
2023-07-16,MED004,Painkiller,72,0,83,5,9
2023-07-16,MED005,DOLO,61,1,60,0,11
2023-07-20,MED001,Paracetamol,85,0,109,5,8
2023-07-20,MED002,Ibuprofen,96,0,125,3,3
2023-07-20,MED003,Amoxicillin,50,1,45,5,10
2023-07-20,MED004,Painkiller,93,1,99,1,4
2023-07-20,MED005,DOLO,91,1,96,1,12
2023-07-21,MED001,Paracetamol,56,1,57,2,11
2023-07-21,MED002,Ibuprofen,27,1,51,1,4
2023-07-21,MED003,Amoxicillin,51,1,53,6,1
2023-07-21,MED004,Painkiller,50,0,45,5,6
2023-07-21,MED005,DOLO,87,1,102,0,6
2023-07-23,MED001,Paracetamol,54,1,73,6,12
2023-07-23,MED002,Ibuprofen,69,1,90,2,8
2023-07-23,MED003,Amoxicillin,71,1,101,2,4
2023-07-23,MED004,Painkiller,66,0,83,2,10
2023-07-23,MED005,DOLO,80,1,95,3,12
2023-07-26,MED001,Paracetamol,96,1,90,3,4
2023-07-26,MED002,Ibuprofen,55,0,50,1,6
2023-07-26,MED003,Amoxicillin,56,1,47,4,12
2023-07-26,MED004,Painkiller,21,1,50,2,9
2023-07-26,MED005,DOLO,31,1,32,6,7
2023-07-28,MED001,Paracetamol,96,0,106,6,6
2023-07-28,MED002,Ibuprofen,93,1,108,2,8
2023-07-28,MED003,Amoxicillin,43,0,48,0,8
2023-07-28,MED004,Painkiller,55,0,60,2,12
2023-07-28,MED005,DOLO,95,0,102,1,7
2023-08-01,MED001,Paracetamol,35,1,28,5,5
2023-08-01,MED002,Ibuprofen,89,0,94,6,3
2023-08-01,MED003,Amoxicillin,73,0,82,6,6
2023-08-01,MED004,Painkiller,59,0,52,3,10
2023-08-01,MED005,DOLO,72,0,91,1,2
2023-08-04,MED001,Paracetamol,22,0,46,5,11
2023-08-04,MED002,Ibuprofen,35,1,58,6,6
2023-08-04,MED003,Amoxicillin,41,0,38,0,6
2023-08-04,MED004,Painkiller,90,1,85,4,5
2023-08-04,MED005,DOLO,60,0,63,2,11
2023-08-09,MED001,Paracetamol,55,0,72,4,8
2023-08-09,MED002,Ibuprofen,53,1,74,0,2
2023-08-09,MED003,Amoxicillin,83,0,83,6,11
2023-08-09,MED004,Painkiller,23,1,34,5,3
2023-08-09,MED005,DOLO,48,1,67,3,3
2023-08-12,MED001,Paracetamol,93,1,108,5,6
2023-08-12,MED002,Ibuprofen,72,0,74,3,1
2023-08-12,MED003,Amoxicillin,34,1,27,5,1
2023-08-12,MED004,Painkiller,100,1,99,6,8
2023-08-12,MED005,DOLO,88,0,79,2,6
2023-08-17,MED001,Paracetamol,86,0,78,0,3
2023-08-17,MED002,Ibuprofen,81,0,79,0,5
2023-08-17,MED003,Amoxicillin,43,1,62,5,4
2023-08-17,MED004,Painkiller,35,1,26,4,5
2023-08-17,MED005,DOLO,49,0,52,6,7
2023-08-20,MED001,Paracetamol,87,0,108,1,1
2023-08-20,MED002,Ibuprofen,45,0,47,3,10
2023-08-20,MED003,Amoxicillin,64,1,63,4,7
2023-08-20,MED004,Painkiller,42,0,70,5,3
2023-08-20,MED005,DOLO,93,1,98,2,3
2023-08-24,MED001,Paracetamol,67,1,70,1,3
2023-08-24,MED002,Ibuprofen,41,0,71,5,8
2023-08-24,MED003,Amoxicillin,49,0,72,4,10
2023-08-24,MED004,Painkiller,42,0,50,2,8
2023-08-24,MED005,DOLO,48,1,52,1,4
2023-08-27,MED001,Paracetamol,74,1,69,4,6
2023-08-27,MED002,Ibuprofen,24,1,39,0,1
2023-08-27,MED003,Amoxicillin,90,1,82,4,3
2023-08-27,MED004,Painkiller,69,1,66,6,9
2023-08-27,MED005,DOLO,40,0,54,0,2
2023-08-29,MED001,Paracetamol,21,1,18,1,7
2023-08-29,MED002,Ibuprofen,32,1,57,1,9
2023-08-29,MED003,Amoxicillin,91,0,86,6,8
2023-08-29,MED004,Painkiller,100,1,106,4,5
2023-08-29,MED005,DOLO,71,1,73,2,8
2023-08-31,MED001,Paracetamol,53,0,52,1,4
2023-08-31,MED002,Ibuprofen,39,0,39,5,9
2023-08-31,MED003,Amoxicillin,22,0,50,2,5
2023-08-31,MED004,Painkiller,39,1,64,5,12
2023-08-31,MED005,DOLO,92,0,122,6,3
2023-09-01,MED001,Paracetamol,42,1,57,0,7
2023-09-01,MED002,Ibuprofen,43,1,46,2,11
2023-09-01,MED003,Amoxicillin,26,1,31,6,11
2023-09-01,MED004,Painkiller,81,0,75,6,11
2023-09-01,MED005,DOLO,34,0,41,3,11
2023-09-04,MED001,Paracetamol,82,1,78,6,4
2023-09-04,MED002,Ibuprofen,20,1,30,1,9
2023-09-04,MED003,Amoxicillin,59,0,84,2,3
2023-09-04,MED004,Painkiller,21,0,25,6,7
2023-09-04,MED005,DOLO,42,1,35,4,5
2023-09-05,MED001,Paracetamol,71,0,97,6,12
2023-09-05,MED002,Ibuprofen,80,1,94,0,6
2023-09-05,MED003,Amoxicillin,55,1,47,2,6
2023-09-05,MED004,Painkiller,52,0,53,5,11
2023-09-05,MED005,DOLO,28,1,23,3,12
2023-09-07,MED001,Paracetamol,54,0,48,4,11
2023-09-07,MED002,Ibuprofen,63,1,80,2,1
2023-09-07,MED003,Amoxicillin,92,0,118,5,7
2023-09-07,MED004,Painkiller,95,0,122,2,8
2023-09-07,MED005,DOLO,90,1,102,6,3
2023-09-08,MED001,Paracetamol,27,1,17,6,3
2023-09-08,MED002,Ibuprofen,22,1,22,3,3
2023-09-08,MED003,Amoxicillin,21,0,50,6,11
2023-09-08,MED004,Painkiller,83,0,81,5,11
2023-09-08,MED005,DOLO,31,0,40,0,4
2023-09-10,MED001,Paracetamol,93,0,110,4,7
2023-09-10,MED002,Ibuprofen,79,1,94,0,10
2023-09-10,MED003,Amoxicillin,86,1,89,0,3
2023-09-10,MED004,Painkiller,74,1,94,1,2
2023-09-10,MED005,DOLO,97,0,95,3,11
2023-09-14,MED001,Paracetamol,69,0,88,2,12
2023-09-14,MED002,Ibuprofen,93,1,117,3,6
2023-09-14,MED003,Amoxicillin,50,0,80,5,10
2023-09-14,MED004,Painkiller,59,0,56,4,2
2023-09-14,MED005,DOLO,100,1,111,2,4
2023-09-15,MED001,Paracetamol,23,1,24,1,2
2023-09-15,MED002,Ibuprofen,38,0,38,0,10
2023-09-15,MED003,Amoxicillin,28,1,19,6,6
2023-09-15,MED004,Painkiller,82,1,89,2,10
2023-09-15,MED005,DOLO,78,1,98,0,12
2023-09-19,MED001,Paracetamol,26,0,24,3,9
2023-09-19,MED002,Ibuprofen,79,1,88,2,9
2023-09-19,MED003,Amoxicillin,75,1,90,2,10
2023-09-19,MED004,Painkiller,77,1,86,0,7
2023-09-19,MED005,DOLO,45,1,57,3,12
2023-09-20,MED001,Paracetamol,24,1,35,0,1
2023-09-20,MED002,Ibuprofen,72,0,84,2,12
2023-09-20,MED003,Amoxicillin,48,1,50,0,10
2023-09-20,MED004,Painkiller,69,1,95,3,10
2023-09-20,MED005,DOLO,43,1,61,0,2
2023-09-23,MED001,Paracetamol,92,1,90,4,12
2023-09-23,MED002,Ibuprofen,68,0,78,1,1
2023-09-23,MED003,Amoxicillin,67,1,57,1,6
2023-09-23,MED004,Painkiller,64,0,64,4,3
2023-09-23,MED005,DOLO,79,1,82,3,5
2023-09-28,MED001,Paracetamol,50,0,60,4,5
2023-09-28,MED002,Ibuprofen,87,1,116,3,6
2023-09-28,MED003,Amoxicillin,56,1,73,1,5
2023-09-28,MED004,Painkiller,62,1,70,5,4
2023-09-28,MED005,DOLO,59,1,53,6,5
2023-09-30,MED001,Paracetamol,98,0,113,4,10
2023-09-30,MED002,Ibuprofen,95,0,123,1,12
2023-09-30,MED003,Amoxicillin,53,1,80,3,5
2023-09-30,MED004,Painkiller,48,1,64,2,1
2023-09-30,MED005,DOLO,87,0,86,1,1
2023-10-04,MED001,Paracetamol,95,1,117,3,3
2023-10-04,MED002,Ibuprofen,97,1,100,4,11
2023-10-04,MED003,Amoxicillin,88,1,84,1,3
2023-10-04,MED004,Painkiller,33,0,59,3,3
2023-10-04,MED005,DOLO,27,0,24,6,8
