Date,Product_ID,Product_name,Historical_Sales,Promotion,Demand,Day_of_Week,Month
2023-02-01,MED004,Painkiller,94,0,123,2,10
2023-02-01,MED005,DOLO,75,1,66,6,5
2023-02-04,MED001,Paracetamol,91,1,96,3,9
2023-02-04,MED002,Ibuprofen,36,1,64,6,2
2023-02-04,MED003,Amoxicillin,32,1,35,1,2
2023-02-04,MED004,Painkiller,93,1,94,6,3
2023-02-04,MED005,DOLO,71,1,83,6,4
2023-02-05,MED001,Paracetamol,73,1,83,6,6
2023-02-05,MED002,Ibuprofen,100,0,130,6,11
2023-02-05,MED003,Amoxicillin,60,1,64,6,7
2023-02-05,MED004,Painkiller,83,1,91,6,8
2023-02-05,MED005,DOLO,40,0,55,2,1
2023-02-10,MED001,Paracetamol,88,1,107,5,3
2023-02-10,MED002,Ibuprofen,32,1,59,5,7
2023-02-10,MED003,Amoxicillin,73,1,75,5,1
2023-02-10,MED004,Painkiller,99,0,97,4,10
2023-02-10,MED005,DOLO,84,0,112,4,12
2023-02-12,MED001,Paracetamol,72,0,82,4,4
2023-02-12,MED002,Ibuprofen,41,1,36,2,1
2023-02-12,MED003,Amoxicillin,96,1,121,4,4
2023-02-12,MED004,Painkiller,40,1,53,5,4
2023-02-12,MED005,DOLO,42,1,44,2,3
2023-02-14,MED001,Paracetamol,57,0,48,1,10
2023-02-14,MED002,Ibuprofen,79,1,84,5,10
2023-02-14,MED003,Amoxicillin,76,0,77,3,9
2023-02-14,MED004,Painkiller,34,1,34,1,8
2023-02-14,MED005,DOLO,28,0,20,5,11
2023-02-16,MED001,Paracetamol,72,1,86,0,7
2023-02-16,MED002,Ibuprofen,53,0,81,5,9
2023-02-16,MED003,Amoxicillin,23,1,43,6,12
2023-02-16,MED004,Painkiller,27,1,42,6,12
2023-02-16,MED005,DOLO,25,1,40,5,9
2023-02-17,MED001,Paracetamol,100,1,117,6,2
2023-02-17,MED002,Ibuprofen,33,0,39,6,10
2023-02-17,MED003,Amoxicillin,34,0,47,3,11
2023-02-17,MED004,Painkiller,63,0,68,6,8
2023-02-17,MED005,DOLO,46,1,42,2,11
2023-02-21,MED001,Paracetamol,29,1,50,6,4
2023-02-21,MED002,Ibuprofen,53,1,61,5,8
2023-02-21,MED003,Amoxicillin,62,1,68,4,5
2023-02-21,MED004,Painkiller,96,0,94,1,9
2023-02-21,MED005,DOLO,56,0,60,2,10
2023-02-22,MED001,Paracetamol,66,1,75,5,3
2023-02-22,MED002,Ibuprofen,92,1,112,5,8
2023-02-22,MED003,Amoxicillin,57,0,55,1,10
2023-02-22,MED004,Painkiller,57,1,63,5,4
2023-02-22,MED005,DOLO,23,0,50,2,3
2023-02-23,MED001,Paracetamol,94,0,100,2,12
2023-02-23,MED002,Ibuprofen,85,1,105,4,3
2023-02-23,MED003,Amoxicillin,64,0,91,6,9
2023-02-23,MED004,Painkiller,60,1,74,6,8
2023-02-23,MED005,DOLO,41,1,42,3,7
2023-02-27,MED001,Paracetamol,21,0,32,1,5
2023-02-27,MED002,Ibuprofen,46,0,45,2,10
2023-02-27,MED003,Amoxicillin,35,0,47,3,8
2023-02-27,MED004,Painkiller,92,0,115,1,12
2023-02-27,MED005,DOLO,45,1,37,3,11
2023-02-28,MED001,Paracetamol,32,1,54,0,5
2023-02-28,MED002,Ibuprofen,90,0,83,3,10
2023-02-28,MED003,Amoxicillin,86,0,91,2,12
2023-02-28,MED004,Painkiller,43,0,47,5,12
2023-02-28,MED005,DOLO,78,0,70,4,5
2023-03-03,MED001,Paracetamol,90,1,85,5,4
2023-03-03,MED002,Ibuprofen,28,0,51,2,1
2023-03-03,MED003,Amoxicillin,46,0,51,4,10
2023-03-03,MED004,Painkiller,81,1,77,4,1
2023-03-03,MED005,DOLO,60,0,62,3,2
2023-03-04,MED001,Paracetamol,76,0,96,1,2
2023-03-04,MED002,Ibuprofen,89,0,117,3,5
2023-03-04,MED003,Amoxicillin,92,0,119,3,2
2023-03-04,MED004,Painkiller,76,0,103,6,11
2023-03-04,MED005,DOLO,98,1,88,2,7
2023-03-09,MED001,Paracetamol,96,1,117,5,3
2023-03-09,MED002,Ibuprofen,62,1,84,2,11
2023-03-09,MED003,Amoxicillin,58,1,82,1,6
2023-03-09,MED004,Painkiller,55,1,85,3,2
2023-03-09,MED005,DOLO,43,1,33,2,9
2023-03-12,MED001,Paracetamol,80,1,80,1,2
2023-03-12,MED002,Ibuprofen,75,1,71,6,8
2023-03-12,MED003,Amoxicillin,63,0,65,6,2
2023-03-12,MED004,Painkiller,49,0,58,4,5
2023-03-12,MED005,DOLO,60,1,56,5,5
2023-03-14,MED001,Paracetamol,98,0,124,5,3
2023-03-14,MED002,Ibuprofen,61,0,63,6,7
2023-03-14,MED003,Amoxicillin,41,0,70,5,3
2023-03-14,MED004,Painkiller,61,1,89,6,7
2023-03-14,MED005,DOLO,54,0,60,3,5
2023-03-19,MED001,Paracetamol,67,0,76,2,12
2023-03-19,MED002,Ibuprofen,65,1,83,2,7
2023-03-19,MED003,Amoxicillin,92,1,108,0,7
2023-03-19,MED004,Painkiller,27,1,39,5,3
2023-03-19,MED005,DOLO,78,1,69,6,12
2023-03-20,MED001,Paracetamol,45,0,51,2,6
2023-03-20,MED002,Ibuprofen,23,1,40,6,7
2023-03-20,MED003,Amoxicillin,61,0,64,4,9
2023-03-20,MED004,Painkiller,76,1,72,0,4
2023-03-20,MED005,DOLO,40,1,60,5,10
2023-03-23,MED001,Paracetamol,80,0,94,5,12
2023-03-23,MED002,Ibuprofen,82,0,89,4,10
2023-03-23,MED003,Amoxicillin,68,0,64,0,11
2023-03-23,MED004,Painkiller,63,1,87,2,8
2023-03-23,MED005,DOLO,56,0,76,1,12
2023-03-26,MED001,Paracetamol,29,1,45,6,3
2023-03-26,MED002,Ibuprofen,39,1,65,1,9
2023-03-26,MED003,Amoxicillin,31,1,36,2,10
2023-03-26,MED004,Painkiller,89,1,114,4,5
2023-03-26,MED005,DOLO,22,0,16,6,12
2023-03-28,MED001,Paracetamol,60,1,78,5,4
2023-03-28,MED002,Ibuprofen,43,1,62,1,8
2023-03-28,MED003,Amoxicillin,66,1,68,5,12
2023-03-28,MED004,Painkiller,53,1,81,5,1
2023-03-28,MED005,DOLO,37,0,53,3,7
2023-04-02,MED001,Paracetamol,82,0,105,0,9
2023-04-02,MED002,Ibuprofen,67,0,93,3,1
2023-04-02,MED003,Amoxicillin,84,1,108,3,5
2023-04-02,MED004,Painkiller,93,1,123,0,12
2023-04-02,MED005,DOLO,29,0,54,6,2
2023-04-05,MED001,Paracetamol,88,0,110,6,2
2023-04-05,MED002,Ibuprofen,93,1,122,5,4
2023-04-05,MED003,Amoxicillin,29,1,36,3,8
2023-04-05,MED004,Painkiller,39,1,33,1,11
2023-04-05,MED005,DOLO,93,1,112,4,12
2023-04-10,MED001,Paracetamol,75,0,90,4,5
2023-04-10,MED002,Ibuprofen,20,1,11,0,4
2023-04-10,MED003,Amoxicillin,61,1,60,2,4
2023-04-10,MED004,Painkiller,94,1,118,3,11
2023-04-10,MED005,DOLO,45,1,71,1,4
2023-04-11,MED001,Paracetamol,38,0,47,1,2
2023-04-11,MED002,Ibuprofen,23,0,21,4,6
2023-04-11,MED003,Amoxicillin,28,1,38,1,11
2023-04-11,MED004,Painkiller,46,0,55,1,7
2023-04-11,MED005,DOLO,54,0,57,6,6
2023-04-15,MED001,Paracetamol,23,0,41,0,7
2023-04-15,MED002,Ibuprofen,23,1,26,3,1
2023-04-15,MED003,Amoxicillin,77,1,92,1,4
2023-04-15,MED004,Painkiller,68,0,63,1,9
2023-04-15,MED005,DOLO,94,0,94,6,4
2023-04-19,MED001,Paracetamol,35,1,63,2,12
2023-04-19,MED002,Ibuprofen,60,1,62,1,2
2023-04-19,MED003,Amoxicillin,84,1,104,2,9
2023-04-19,MED004,Painkiller,34,1,25,0,7
2023-04-19,MED005,DOLO,73,1,69,2,6
2023-04-20,MED001,Paracetamol,59,0,76,6,11
2023-04-20,MED002,Ibuprofen,58,0,53,5,11
2023-04-20,MED003,Amoxicillin,69,1,60,2,12
2023-04-20,MED004,Painkiller,61,0,60,6,4
2023-04-20,MED005,DOLO,42,0,40,4,3
2023-04-21,MED001,Paracetamol,37,1,29,0,10
2023-04-21,MED002,Ibuprofen,46,1,59,4,7
2023-04-21,MED003,Amoxicillin,40,1,41,1,9
2023-04-21,MED004,Painkiller,39,0,52,0,3
2023-04-21,MED005,DOLO,23,1,26,2,7
2023-04-23,MED001,Paracetamol,100,1,106,4,6
2023-04-23,MED002,Ibuprofen,23,0,34,0,8
2023-04-23,MED003,Amoxicillin,24,0,40,0,9
2023-04-23,MED004,Painkiller,68,0,68,0,1
2023-04-23,MED005,DOLO,64,0,59,3,2
2023-04-28,MED001,Paracetamol,34,1,53,3,9
2023-04-28,MED002,Ibuprofen,76,0,104,6,11
2023-04-28,MED003,Amoxicillin,20,1,40,3,5
2023-04-28,MED004,Painkiller,36,1,60,2,10
2023-04-28,MED005,DOLO,32,1,53,5,10
2023-04-30,MED001,Paracetamol,45,0,49,4,3
2023-04-30,MED002,Ibuprofen,38,0,33,5,2
2023-04-30,MED003,Amoxicillin,71,1,100,0,4
2023-04-30,MED004,Painkiller,48,1,49,5,11
2023-04-30,MED005,DOLO,58,1,77,5,10
2023-05-03,MED001,Paracetamol,86,1,84,2,7
2023-05-03,MED002,Ibuprofen,67,0,94,5,1
2023-05-03,MED003,Amoxicillin,69,0,71,1,1
2023-05-03,MED004,Painkiller,38,0,43,1,7
2023-05-03,MED005,DOLO,61,0,87,3,8
2023-05-04,MED001,Paracetamol,64,0,94,6,10
2023-05-04,MED002,Ibuprofen,71,1,74,3,10
2023-05-04,MED003,Amoxicillin,53,1,50,5,5
2023-05-04,MED004,Painkiller,85,1,96,1,5
2023-05-04,MED005,DOLO,63,1,88,3,11
2023-05-06,MED001,Paracetamol,32,1,55,2,2
2023-05-06,MED002,Ibuprofen,66,1,57,4,3
2023-05-06,MED003,Amoxicillin,32,0,51,6,2
2023-05-06,MED004,Painkiller,35,1,33,6,6
2023-05-06,MED005,DOLO,59,1,76,4,2
2023-05-10,MED001,Paracetamol,84,0,99,6,9
2023-05-10,MED002,Ibuprofen,44,0,48,6,1
2023-05-10,MED003,Amoxicillin,45,1,68,4,3
2023-05-10,MED004,Painkiller,92,0,116,2,9
2023-05-10,MED005,DOLO,49,0,62,1,2
2023-05-11,MED001,Paracetamol,41,0,40,4,10
2023-05-11,MED002,Ibuprofen,74,0,81,0,7
2023-05-11,MED003,Amoxicillin,57,1,80,3,8
2023-05-11,MED004,Painkiller,79,1,77,5,5
2023-05-11,MED005,DOLO,20,0,26,5,9
2023-05-14,MED001,Paracetamol,59,0,88,4,2
2023-05-14,MED002,Ibuprofen,27,1,25,1,8
2023-05-14,MED003,Amoxicillin,40,0,55,6,3
2023-05-14,MED004,Painkiller,73,1,100,1,4
2023-05-14,MED005,DOLO,64,0,68,2,3
2023-05-19,MED001,Paracetamol,71,0,98,5,3
2023-05-19,MED002,Ibuprofen,46,1,45,5,5
2023-05-19,MED003,Amoxicillin,61,0,91,0,9
2023-05-19,MED004,Painkiller,59,0,89,4,8
2023-05-19,MED005,DOLO,49,1,58,6,2
2023-05-21,MED001,Paracetamol,89,1,88,0,12
2023-05-21,MED002,Ibuprofen,63,1,55,3,5
2023-05-21,MED003,Amoxicillin,34,1,51,4,3
2023-05-21,MED004,Painkiller,82,1,86,4,2
2023-05-21,MED005,DOLO,31,1,36,6,11
2023-05-26,MED001,Paracetamol,83,1,99,0,11
2023-05-26,MED002,Ibuprofen,33,1,40,2,11
2023-05-26,MED003,Amoxicillin,85,1,101,5,5
2023-05-26,MED004,Painkiller,65,0,55,0,12
2023-05-26,MED005,DOLO,82,0,109,3,4
2023-05-30,MED001,Paracetamol,95,1,102,0,12
2023-05-30,MED002,Ibuprofen,82,1,110,4,11
2023-05-30,MED003,Amoxicillin,68,0,96,0,10
2023-05-30,MED004,Painkiller,32,0,29,6,4
2023-05-30,MED005,DOLO,66,1,81,5,12
2023-06-01,MED001,Paracetamol,25,1,43,6,8
2023-06-01,MED002,Ibuprofen,93,0,108,6,11
2023-06-01,MED003,Amoxicillin,75,0,78,4,3
2023-06-01,MED004,Painkiller,23,1,19,2,7
2023-06-01,MED005,DOLO,23,1,29,2,11
2023-06-02,MED001,Paracetamol,64,1,69,2,8
2023-06-02,MED002,Ibuprofen,26,1,45,5,11
2023-06-02,MED003,Amoxicillin,53,0,56,4,9
2023-06-02,MED004,Painkiller,61,1,73,6,3
2023-06-02,MED005,DOLO,83,0,94,2,10
2023-06-05,MED001,Paracetamol,88,0,98,6,5
2023-06-05,MED002,Ibuprofen,32,0,62,3,6
2023-06-05,MED003,Amoxicillin,99,1,129,1,7
2023-06-05,MED004,Painkiller,45,1,66,2,6
2023-06-05,MED005,DOLO,76,1,76,1,6
2023-06-08,MED001,Paracetamol,22,0,24,4,5
2023-06-08,MED002,Ibuprofen,84,1,109,4,3
2023-06-08,MED003,Amoxicillin,70,0,72,0,2
2023-06-08,MED004,Painkiller,96,1,102,1,12
2023-06-08,MED005,DOLO,63,1,78,1,7
2023-06-13,MED001,Paracetamol,33,1,62,4,2
2023-06-13,MED002,Ibuprofen,61,0,79,6,1
2023-06-13,MED003,Amoxicillin,51,0,58,0,8
2023-06-13,MED004,Painkiller,48,0,53,1,8
2023-06-13,MED005,DOLO,47,0,37,2,4
2023-06-16,MED001,Paracetamol,22,1,40,3,9
2023-06-16,MED002,Ibuprofen,90,0,106,1,9
2023-06-16,MED003,Amoxicillin,94,1,124,4,7
2023-06-16,MED004,Painkiller,53,1,59,3,6
2023-06-16,MED005,DOLO,66,0,76,4,6
2023-06-17,MED001,Paracetamol,29,0,39,6,12
2023-06-17,MED002,Ibuprofen,51,0,47,6,9
2023-06-17,MED003,Amoxicillin,80,1,76,6,10
2023-06-17,MED004,Painkiller,49,1,74,6,4
2023-06-17,MED005,DOLO,79,1,105,6,1
2023-06-20,MED001,Paracetamol,78,1,99,4,7
2023-06-20,MED002,Ibuprofen,28,0,19,4,8
2023-06-20,MED003,Amoxicillin,91,0,103,3,12
2023-06-20,MED004,Painkiller,38,0,50,0,12
2023-06-20,MED005,DOLO,55,1,46,5,10
2023-06-24,MED001,Paracetamol,82,1,80,3,4
2023-06-24,MED002,Ibuprofen,77,1,101,5,11
2023-06-24,MED003,Amoxicillin,58,1,62,4,9
2023-06-24,MED004,Painkiller,72,0,96,5,10
2023-06-24,MED005,DOLO,60,0,89,0,12
2023-06-29,MED001,Paracetamol,65,0,59,4,2
2023-06-29,MED002,Ibuprofen,87,1,87,5,4
2023-06-29,MED003,Amoxicillin,51,0,52,0,11
2023-06-29,MED004,Painkiller,83,0,94,0,2
2023-06-29,MED005,DOLO,71,1,87,3,12
2023-06-30,MED001,Paracetamol,80,0,91,1,2
2023-06-30,MED002,Ibuprofen,59,1,60,5,7
2023-06-30,MED003,Amoxicillin,52,1,47,1,5
2023-06-30,MED004,Painkiller,71,0,75,2,11
2023-06-30,MED005,DOLO,30,1,48,6,2
2023-07-05,MED001,Paracetamol,87,1,78,4,1
2023-07-05,MED002,Ibuprofen,91,0,104,0,3
2023-07-05,MED003,Amoxicillin,20,0,10,2,7
2023-07-05,MED004,Painkiller,59,0,85,4,6
2023-07-05,MED005,DOLO,28,0,30,5,10
2023-07-09,MED001,Paracetamol,83,0,107,1,6
2023-07-09,MED002,Ibuprofen,32,0,60,2,10
2023-07-09,MED003,Amoxicillin,42,1,43,4,3
2023-07-09,MED004,Painkiller,76,0,105,0,9
2023-07-09,MED005,DOLO,35,1,43,0,6
2023-07-10,MED001,Paracetamol,43,0,39,3,4
2023-07-10,MED002,Ibuprofen,97,0,126,2,8
2023-07-10,MED003,Amoxicillin,90,1,108,0,11
2023-07-10,MED004,Painkiller,90,0,101,1,6
2023-07-10,MED005,DOLO,38,0,59,1,7
2023-07-11,MED001,Paracetamol,25,1,18,3,11
2023-07-11,MED002,Ibuprofen,95,0,118,0,11
2023-07-11,MED003,Amoxicillin,61,1,85,5,4
2023-07-11,MED004,Painkiller,56,1,54,3,4
2023-07-11,MED005,DOLO,57,1,72,3,7
2023-07-12,MED001,Paracetamol,30,1,21,3,2
2023-07-12,MED002,Ibuprofen,61,1,90,3,5
2023-07-12,MED003,Amoxicillin,83,1,76,4,1
2023-07-12,MED004,Painkiller,44,0,53,4,12
2023-07-12,MED005,DOLO,93,0,103,5,1
2023-07-14,MED001,Paracetamol,88,0,81,2,7
2023-07-14,MED002,Ibuprofen,44,1,68,0,11
2023-07-14,MED003,Amoxicillin,75,0,97,2,11
2023-07-14,MED004,Painkiller,25,0,21,3,3
2023-07-14,MED005,DOLO,48,1,42,5,4
2023-07-15,MED001,Paracetamol,83,0,109,5,10
2023-07-15,MED002,Ibuprofen,21,0,35,1,12
2023-07-15,MED003,Amoxicillin,34,1,24,1,11
2023-07-15,MED004,Painkiller,62,0,76,6,4
2023-07-15,MED005,DOLO,67,1,59,1,3
2023-07-17,MED001,Paracetamol,96,0,125,5,5
2023-07-17,MED002,Ibuprofen,74,1,77,5,12
2023-07-17,MED003,Amoxicillin,54,1,44,3,7
2023-07-17,MED004,Painkiller,68,1,70,6,8
2023-07-17,MED005,DOLO,52,0,82,5,7
2023-07-20,MED001,Paracetamol,25,1,23,5,12
2023-07-20,MED002,Ibuprofen,48,0,78,0,2
2023-07-20,MED003,Amoxicillin,40,1,34,1,9
2023-07-20,MED004,Painkiller,61,0,67,5,12
2023-07-20,MED005,DOLO,70,1,94,2,5
2023-07-25,MED001,Paracetamol,92,1,88,6,2
2023-07-25,MED002,Ibuprofen,70,0,65,4,8
2023-07-25,MED003,Amoxicillin,45,0,68,0,8
2023-07-25,MED004,Painkiller,81,0,78,1,1
2023-07-25,MED005,DOLO,69,0,64,6,12
2023-07-26,MED001,Paracetamol,28,0,45,4,6
2023-07-26,MED002,Ibuprofen,76,0,94,4,1
2023-07-26,MED003,Amoxicillin,84,0,87,5,6
2023-07-26,MED004,Painkiller,25,0,24,2,5
2023-07-26,MED005,DOLO,42,1,61,1,11
2023-07-28,MED001,Paracetamol,27,1,41,1,5
2023-07-28,MED002,Ibuprofen,84,0,88,1,11
2023-07-28,MED003,Amoxicillin,44,1,62,0,8
2023-07-28,MED004,Painkiller,28,0,56,4,5
2023-07-28,MED005,DOLO,91,0,90,4,6
2023-07-29,MED001,Paracetamol,27,0,21,3,9
2023-07-29,MED002,Ibuprofen,88,0,117,5,3
2023-07-29,MED003,Amoxicillin,61,1,53,1,2
2023-07-29,MED004,Painkiller,49,0,63,0,10
2023-07-29,MED005,DOLO,27,1,53,0,4
2023-07-31,MED001,Paracetamol,100,0,126,4,2
2023-07-31,MED002,Ibuprofen,22,1,48,5,7
2023-07-31,MED003,Amoxicillin,56,1,74,5,4
2023-07-31,MED004,Painkiller,82,1,94,5,8
2023-07-31,MED005,DOLO,81,0,100,4,6
2023-08-03,MED001,Paracetamol,48,0,56,5,12
2023-08-03,MED002,Ibuprofen,42,1,48,1,6
2023-08-03,MED003,Amoxicillin,22,1,31,1,1
2023-08-03,MED004,Painkiller,78,1,102,6,4
2023-08-03,MED005,DOLO,71,0,101,2,4
2023-08-07,MED001,Paracetamol,71,1,87,3,12
2023-08-07,MED002,Ibuprofen,77,1,91,3,6
2023-08-07,MED003,Amoxicillin,63,1,78,1,12
2023-08-07,MED004,Painkiller,87,0,92,1,12
2023-08-07,MED005,DOLO,44,0,73,2,8
2023-08-08,MED001,Paracetamol,90,1,103,5,5
2023-08-08,MED002,Ibuprofen,47,1,46,3,2
2023-08-08,MED003,Amoxicillin,89,1,98,6,10
2023-08-08,MED004,Painkiller,72,0,74,1,6
2023-08-08,MED005,DOLO,90,0,104,4,7
2023-08-10,MED001,Paracetamol,43,1,34,5,4
2023-08-10,MED002,Ibuprofen,69,0,76,5,11
2023-08-10,MED003,Amoxicillin,92,0,107,4,4
2023-08-10,MED004,Painkiller,39,1,49,3,4
2023-08-10,MED005,DOLO,36,1,46,4,10
2023-08-13,MED001,Paracetamol,87,0,83,6,2
2023-08-13,MED002,Ibuprofen,30,0,20,6,1
2023-08-13,MED003,Amoxicillin,62,0,72,2,4
2023-08-13,MED004,Painkiller,39,0,48,6,2
2023-08-13,MED005,DOLO,66,1,93,6,8
2023-08-15,MED001,Paracetamol,80,1,81,2,5
2023-08-15,MED002,Ibuprofen,32,0,31,1,7
2023-08-15,MED003,Amoxicillin,35,1,35,4,9
2023-08-15,MED004,Painkiller,100,1,107,5,4
2023-08-15,MED005,DOLO,34,0,52,0,1
2023-08-17,MED001,Paracetamol,37,1,57,3,8
2023-08-17,MED002,Ibuprofen,41,0,68,5,6
2023-08-17,MED003,Amoxicillin,76,0,94,0,8
2023-08-17,MED004,Painkiller,92,1,103,0,6
2023-08-17,MED005,DOLO,28,0,26,4,5
2023-08-20,MED001,Paracetamol,70,0,67,6,11
2023-08-20,MED002,Ibuprofen,45,1,53,5,2
2023-08-20,MED003,Amoxicillin,65,1,56,4,10
2023-08-20,MED004,Painkiller,73,0,86,6,5
2023-08-20,MED005,DOLO,44,1,67,0,8
2023-08-21,MED001,Paracetamol,60,0,53,5,4
2023-08-21,MED002,Ibuprofen,59,1,77,3,6
2023-08-21,MED003,Amoxicillin,25,1,44,5,2
2023-08-21,MED004,Painkiller,62,0,60,6,10
2023-08-21,MED005,DOLO,21,0,30,3,4
2023-08-25,MED001,Paracetamol,80,1,94,0,12
2023-08-25,MED002,Ibuprofen,54,1,65,2,9
2023-08-25,MED003,Amoxicillin,74,1,85,1,6
2023-08-25,MED004,Painkiller,53,0,74,2,5
2023-08-25,MED005,DOLO,30,1,25,6,11
2023-08-28,MED001,Paracetamol,60,0,51,6,3
2023-08-28,MED002,Ibuprofen,33,0,27,1,6
2023-08-28,MED003,Amoxicillin,28,0,54,6,4
2023-08-28,MED004,Painkiller,31,0,21,5,1
2023-08-28,MED005,DOLO,63,0,62,4,11
2023-08-30,MED001,Paracetamol,78,1,74,4,2
2023-08-30,MED002,Ibuprofen,27,0,29,5,2
2023-08-30,MED003,Amoxicillin,43,0,38,0,7
2023-08-30,MED004,Painkiller,49,0,42,5,2
2023-08-30,MED005,DOLO,69,1,99,4,4
2023-09-02,MED001,Paracetamol,80,0,101,4,12
2023-09-02,MED002,Ibuprofen,43,1,51,5,11
2023-09-02,MED003,Amoxicillin,95,0,113,1,9
2023-09-02,MED004,Painkiller,20,0,21,1,5
2023-09-02,MED005,DOLO,38,0,35,5,2
2023-09-04,MED001,Paracetamol,44,0,54,6,4
2023-09-04,MED002,Ibuprofen,40,1,70,6,10
2023-09-04,MED003,Amoxicillin,57,1,79,5,5
2023-09-04,MED004,Painkiller,47,1,53,6,6
2023-09-04,MED005,DOLO,50,0,56,2,3
2023-09-09,MED001,Paracetamol,28,0,22,3,6
2023-09-09,MED002,Ibuprofen,27,1,22,5,12
2023-09-09,MED003,Amoxicillin,77,0,72,2,10
2023-09-09,MED004,Painkiller,66,0,92,2,12
2023-09-09,MED005,DOLO,60,1,72,5,8
2023-09-12,MED001,Paracetamol,67,1,76,6,8
2023-09-12,MED002,Ibuprofen,60,0,64,4,3
2023-09-12,MED003,Amoxicillin,25,1,41,3,8
2023-09-12,MED004,Painkiller,61,1,80,6,8
2023-09-12,MED005,DOLO,77,0,76,5,7
2023-09-16,MED001,Paracetamol,73,0,71,6,6
2023-09-16,MED002,Ibuprofen,68,0,83,2,1
2023-09-16,MED003,Amoxicillin,75,0,74,4,3
2023-09-16,MED004,Painkiller,47,0,38,3,8
2023-09-16,MED005,DOLO,39,1,50,1,1
2023-09-18,MED001,Paracetamol,83,1,83,2,9
2023-09-18,MED002,Ibuprofen,55,0,57,3,10
2023-09-18,MED003,Amoxicillin,83,1,100,6,3
2023-09-18,MED004,Painkiller,82,0,94,0,2
2023-09-18,MED005,DOLO,61,1,89,2,3
2023-09-20,MED001,Paracetamol,50,1,53,3,8
2023-09-20,MED002,Ibuprofen,21,1,51,1,6
2023-09-20,MED003,Amoxicillin,100,1,129,3,10
2023-09-20,MED004,Painkiller,35,0,58,2,6
2023-09-20,MED005,DOLO,67,0,80,4,8
2023-09-23,MED001,Paracetamol,28,0,46,2,7
2023-09-23,MED002,Ibuprofen,51,0,61,5,4
2023-09-23,MED003,Amoxicillin,60,1,67,4,6
2023-09-23,MED004,Painkiller,93,1,95,1,6
2023-09-23,MED005,DOLO,100,0,127,4,4
2023-09-25,MED001,Paracetamol,51,1,77,3,1
2023-09-25,MED002,Ibuprofen,60,0,74,6,3
2023-09-25,MED003,Amoxicillin,99,1,94,4,8
2023-09-25,MED004,Painkiller,79,1,73,3,7
2023-09-25,MED005,DOLO,44,1,43,2,1
